Number,Company,TypeName,Inches,Display,Touchscreen,Width,Height,CpuModel,ClockSpeed,Ram,MemoryComponent1,MemoryComponent2,Gpu,OpSys,Weight,Price
484,Lenovo,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,128GB SSD,,Intel HD Graphics 520,Windows 10,2.3,30103.2
485,Lenovo,Notebook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i5 8250U,1.6,8,256GB SSD,,Intel UHD Graphics 620,Windows 10,1.75,55890.72
486,Dell,Workstation,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 6820HQ,2.7,16,512GB SSD,,Nvidia Quadro M620,Windows 10,2.17,124568.64
487,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,512GB SSD,,Nvidia GeForce GTX 1050,Windows 10,2.06,101178.72
488,Lenovo,Ultrabook,12.5,IPS Panel Full HD,0,1920,1080,Intel Core i7 7500U,2.7,16,512GB SSD,,Intel HD Graphics 620,Windows 10,1.36,95797.44
489,Asus,Ultrabook,12.5,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,16,512GB SSD,,Intel HD Graphics 620,Windows 10,0.91,103896.0
490,Lenovo,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Nvidia GeForce 940MX,Windows 10,2.3,53918.82719999999
491,Toshiba,Ultrabook,13.3,Full HD,1,1920,1080,Intel Core i7 7500U,2.7,32,512GB SSD,,Intel HD Graphics 620,Windows 10,1.05,149130.72
492,Asus,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,1.99,71928.0
493,Acer,Notebook,15.6,None,0,1366,768,AMD A10-Series 9620P,2.5,8,1TB HDD,,AMD Radeon RX 540,Windows 10,2.2,30849.12
494,Asus,Gaming,17.3,IPS Panel Full HD,1,1920,1080,Intel Core i7 6700HQ,2.6,24,256GB SSD,1TB HDD,Nvidia GeForce GTX 965M,Windows 10,4.33,67612.31999999999
495,Lenovo,Ultrabook,12.5,IPS Panel,0,1366,768,Intel Core i5 6200U,2.3,8,180GB SSD,,Intel HD Graphics 520,Windows 10,1.3,58554.72
496,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 8550U,1.8,8,256GB SSD,,Intel UHD Graphics 620,Windows 10,2.17,47893.39199999999
497,HP,Notebook,14.0,Full HD,0,1920,1080,Intel Core i7 7600U,2.8,8,1TB SSD,,Intel HD Graphics 620,Windows 10,1.48,93186.72
498,Lenovo,Notebook,13.3,IPS Panel Full HD,0,1920,1080,Intel Core i3 7100U,2.4,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.4,50562.72
499,Lenovo,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,2.3,48538.08
500,Asus,Netbook,11.6,None,0,1366,768,Intel Celeron Dual Core N3350,1.1,4,64GB Flash Storage,,Intel HD Graphics 500,Windows 10 S,1.2,18115.2
501,HP,Notebook,15.6,None,0,1366,768,Intel Core i5 7200U,2.5,8,256GB SSD,,AMD Radeon 520,Windows 10,1.91,32979.7872
502,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD,1,1920,1080,Intel Core i5 8250U,1.6,8,256GB SSD,,Intel UHD Graphics 620,Windows 10,1.4,85194.72
503,Lenovo,Notebook,14.0,None,0,1366,768,Intel Celeron Dual Core N3350,1.1,4,500GB HDD,,Intel HD Graphics 500,Windows 10,2.1,15930.72
504,Lenovo,Netbook,11.6,None,0,1366,768,Intel Celeron Dual Core N3060,1.6,4,16GB SSD,,Intel HD Graphics 400,Chrome OS,1.25,14119.2
505,Lenovo,Notebook,13.3,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.44,50562.72
506,Asus,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,1TB HDD,Intel HD Graphics 620,Windows 10,2.0,65214.72
507,Acer,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i5 8250U,1.6,4,1TB HDD,,Nvidia GeForce MX150,Windows 10,2.2,32660.64
508,HP,Ultrabook,13.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,512GB SSD,,Intel HD Graphics 620,Windows 10,1.34,70489.44
509,Lenovo,Gaming,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,256GB SSD,1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4,61218.72
510,Dell,Ultrabook,13.3,IPS Panel Full HD,1,1920,1080,Intel Core i5 7200U,2.5,8,128GB SSD,,Intel HD Graphics 620,Windows 10,1.29,47898.72
511,Acer,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,4,500GB HDD,,Nvidia GeForce 940MX,Windows 10,2.2,34045.92
512,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,1TB HDD,,Intel HD Graphics 620,Windows 10,2.18,44542.08
513,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 8550U,1.8,16,256GB SSD,2TB HDD,AMD Radeon 530,Windows 10,2.2,64961.10719999999
514,Xiaomi,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 8550U,1.8,16,256GB SSD,,Nvidia GeForce MX150,No OS,1.95,74589.336
515,Asus,Netbook,11.6,None,0,1366,768,Intel Celeron Dual Core N3350,1.1,2,32GB Flash Storage,,Intel HD Graphics 500,Windows 10,1.1,13053.6
516,HP,Notebook,15.6,None,1,1366,768,Intel Core i5 8250U,1.6,4,1TB HDD,,Intel UHD Graphics 620,Windows 10,2.04,27783.9216
517,Asus,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,24,512GB SSD,,Nvidia GeForce GTX1080,Windows 10,2.24,158135.04
518,HP,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Nvidia GeForce 930MX,Windows 10,2.04,47365.92
519,Asus,Gaming,17.3,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows 10,3.0,80133.12
520,Lenovo,Gaming,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,256GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,74538.72
521,HP,Ultrabook,13.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.32,74538.72
522,Dell,Notebook,14.0,Full HD,0,1920,1080,Intel Core i5 7300U,2.6,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.64,68184.0144
523,HP,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,128GB SSD,,Intel HD Graphics 520,Windows 10,1.63,36709.92
524,Dell,Notebook,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i5 8250U,1.6,8,128GB SSD,1TB HDD,AMD Radeon 530,Linux,2.8,47365.92
525,Lenovo,Notebook,14.0,Full HD,0,1920,1080,Intel Core i5 6200U,2.3,8,256GB SSD,,Intel HD Graphics 520,Windows 7,2.02,71395.2
526,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,4,1TB HDD,,Nvidia GeForce 920MX,Windows 10,2.2,42570.72
527,Lenovo,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,8,2TB HDD,,Nvidia GeForce 920MX,No OS,2.2,24455.52
528,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,4,500GB HDD,,AMD Radeon R5 M430,Windows 10,2.3,31168.8
529,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7440HQ,2.8,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.9,73366.56
530,Dell,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,128GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,160520.3856
531,Toshiba,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,500GB HDD,,Intel HD Graphics 620,Windows 10,2.0,45820.8
532,Asus,Notebook,15.6,IPS Panel 4K Ultra HD,0,3840,2160,Intel Core i7 7500U,2.7,8,256GB SSD,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.0,69210.72
533,Mediacom,Notebook,13.3,IPS Panel Full HD,0,1920,1080,Intel Celeron Quad Core N3450,1.1,4,32GB SSD,,Intel HD Graphics 500,Windows 10,1.2,19660.32
534,Asus,Gaming,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,87858.72
535,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7600U,2.8,8,256GB SSD,,Nvidia GeForce 930MX,Windows 10,1.93,72940.31999999999
536,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 8250U,1.6,8,256GB SSD,,AMD Radeon 530,Windows 10,2.2,42486.0048
537,HP,Notebook,15.6,Full HD,0,1920,1080,Intel Pentium Quad Core N3710,1.6,4,256GB SSD,,Intel HD Graphics 405,Windows 10,1.86,21258.1872
538,HP,Gaming,17.3,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,12,1TB HDD,,Nvidia GeForce GTX 1060,Windows 10,2.62,95850.72
539,Lenovo,Notebook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Nvidia GeForce 940MX,Windows 10,1.87,45767.52
540,Dell,Ultrabook,13.3,Quad HD+,1,3200,1800,Intel Core i7 8550U,1.8,8,256GB SSD,,Intel UHD Graphics 620,Windows 10,1.2,74538.72
541,Dell,Notebook,14.0,Full HD,0,1920,1080,Intel Core i3 6006U,2.0,4,128GB SSD,,Intel HD Graphics 520,Windows 10,1.6,39207.1536
542,HP,Ultrabook,13.3,IPS Panel Quad HD+,0,3200,1800,Intel Core i7 7500U,2.7,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.34,61005.6
543,Acer,Gaming,15.6,Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,1TB HDD,,Nvidia GeForce GTX 1050,Linux,2.4,42517.44
544,Asus,Notebook,15.6,None,0,1366,768,AMD E-Series 7110,1.8,4,500GB HDD,,AMD Radeon R2 Graphics,Windows 10,2.0,18594.72
545,HP,Notebook,15.6,Full HD,0,1920,1080,Intel Core i3 7100U,2.4,4,128GB SSD,,Intel HD Graphics 620,Windows 10,2.1,37589.04
546,Lenovo,Notebook,14.0,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,4,500GB HDD,,Intel HD Graphics 620,Windows 10,1.87,41824.8
547,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 6200U,2.3,4,1TB HDD,,Intel HD Graphics 520,No OS,2.15,24634.008
548,HP,Notebook,15.6,Full HD,0,1920,1080,Intel Core i3 6006U,2.0,4,500GB HDD,,Intel HD Graphics 520,Windows 10,1.86,21152.16
549,Lenovo,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,512GB SSD,,Intel HD Graphics 620,Windows 10,1.99,92121.12
550,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i3 6006U,2.0,4,128GB SSD,,Intel HD Graphics 520,Windows 10,2.2,26586.72
551,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.9,59513.2272
552,Dell,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,143802.72
553,HP,Notebook,17.3,None,0,1600,900,Intel Core i3 6006U,2.0,8,1TB HDD,,Intel HD Graphics 520,Windows 10,2.65,28992.312
554,HP,Notebook,17.3,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,1TB HDD,,Nvidia GeForce 930MX,Windows 10,2.63,68198.4
555,Asus,Notebook,15.6,None,0,1366,768,Intel Celeron Dual Core N3350,1.1,4,500GB HDD,,Intel HD Graphics 500,Linux,2.0,11934.72
556,Mediacom,Notebook,13.3,IPS Panel Full HD,0,1920,1080,Intel Atom x5-Z8350,1.44,4,32GB Flash Storage,,Intel HD Graphics,Windows 10,1.35,13586.4
557,Lenovo,Notebook,17.3,None,0,1600,900,Intel Core i7 7500U,2.7,6,128GB SSD,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.8,50562.72
558,HP,Notebook,15.6,IPS Panel Full HD,0,1920,1080,AMD A10-Series A10-9620P,2.5,6,128GB SSD,,AMD Radeon 530,Windows 10,1.91,30310.992
559,Dell,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,1TB HDD,,AMD Radeon R5 M420,Windows 10,2.18,32921.712
560,Acer,2 in 1 Convertible,11.6,IPS Panel Full HD,1,1920,1080,Intel Celeron Dual Core N3350,2.0,4,32GB Flash Storage,,Intel HD Graphics 500,Windows 10,1.25,18594.72
561,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i3 7130U,2.7,4,128GB SSD,,Intel HD Graphics 620,Windows 10,2.05,33566.4
562,HP,Ultrabook,13.3,IPS Panel Quad HD+,1,3200,1800,Intel Core M 6Y75,1.2,16,512GB SSD,,Intel HD Graphics 515,Windows 10,1.16,104695.2
563,Lenovo,Notebook,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,256GB SSD,,Nvidia Quadro M620M,Windows 10,3.4,159786.72
564,Asus,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,44701.92
565,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD,1,3840,2160,Intel Core i5 8250U,1.6,8,128GB SSD,,Intel UHD Graphics 620,Windows 10,1.21,85194.72
566,Dell,Notebook,15.6,None,0,1366,768,Intel Core i5 7300U,2.6,4,500GB HDD,,Intel HD Graphics 620,Windows 10,1.93,51095.52
567,Fujitsu,Notebook,15.6,None,0,1366,768,Intel Core i5 7200U,2.5,8,1TB HDD,,Intel HD Graphics 620,Windows 10,2.2,39373.92
568,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Pentium Quad Core N4200,1.1,4,500GB HDD,,Intel HD Graphics 505,Windows 10,2.2,18328.32
569,Lenovo,Notebook,14.0,None,0,1366,768,Intel Core i5 7200U,2.5,4,500GB HDD,,Intel HD Graphics 620,Windows 10,2.02,52747.2
570,HP,Workstation,17.3,None,0,1600,900,Intel Core i5 7440HQ,2.8,8,500GB HDD,,Nvidia Quadro M1200,Windows 10,3.14,99153.5472
571,HP,Notebook,14.0,None,0,1366,768,Intel Pentium Quad Core N3710,1.6,8,2TB HDD,,Intel HD Graphics 405,Windows 10,1.94,20725.92
572,HP,Notebook,15.6,IPS Panel Full HD,0,1920,1080,AMD A9-Series A9-9420,3.0,6,256GB SSD,,AMD Radeon 530,Windows 10,1.95,34578.72
573,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,2.3,44222.4
574,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 8250U,1.6,4,500GB HDD,,Intel HD Graphics 620,Windows 10,2.05,36496.8
575,Mediacom,Notebook,14.0,Full HD,0,1920,1080,Intel Atom x5-Z8350,1.44,4,32GB SSD,,Intel HD Graphics,Windows 10,1.4,13266.72
576,Toshiba,Ultrabook,14.0,Full HD,1,1920,1080,Intel Core i7 7500U,2.7,16,512GB SSD,,Intel HD Graphics 620,Windows 10,1.24,99367.2
577,Lenovo,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 6820HK,2.7,32,256GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.6,141884.63999999998
578,MSI,Gaming,17.3,Full HD,0,1920,1080,Intel Core i7 7820HK,2.9,16,512GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14,145401.12
579,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,AMD Radeon R5 M430,Linux,2.2,39907.2528
580,Mediacom,Notebook,14.0,IPS Panel Full HD,0,1920,1080,Intel Celeron Quad Core N3450,1.1,4,32GB SSD,,Intel HD Graphics 500,Windows 10,1.45,20725.92
581,Dell,Notebook,15.6,None,0,1366,768,Intel Core i5 7300U,2.6,8,500GB HDD,,Intel HD Graphics 620,Windows 10,1.9,53733.94559999999
582,HP,Notebook,13.3,Full HD,0,1920,1080,Intel Core i3 7100U,2.4,4,128GB SSD,,Intel HD Graphics 620,Windows 10,1.49,38308.32
583,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7600U,2.8,16,256GB SSD,,Nvidia GeForce 930MX,Windows 10,1.93,81912.13919999999
584,Dell,Netbook,11.6,None,0,1366,768,Intel Celeron Dual Core N3060,1.6,4,16GB Flash Storage,,Intel HD Graphics 400,Chrome OS,1.26,15717.6
585,MSI,Gaming,17.3,Full HD,0,1920,1080,Intel Core i7 6820HK,2.7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.5,125154.72
586,HP,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.78,79813.44
587,Lenovo,Ultrabook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i7 6600U,2.6,12,256GB SSD,,Intel HD Graphics 520,Windows 10,1.4,89137.44
588,Lenovo,Notebook,15.6,None,1,1366,768,Intel Core i7 8550U,1.8,12,1TB HDD,,Intel HD Graphics 620,Windows 10,2.2,32447.52
589,Asus,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,94305.6
590,Asus,2 in 1 Convertible,15.6,None,1,1366,768,Intel Core i5 7200U,2.5,8,1TB HDD,,Intel HD Graphics 520,Windows 10,2.2,39373.92
591,Lenovo,Notebook,15.6,Full HD,0,1920,1080,AMD A12-Series 9720P,3.6,12,512GB SSD,,AMD Radeon 530,Windows 10,2.2,50562.72
592,Dell,2 in 1 Convertible,11.6,None,1,1366,768,Intel Core M 7Y30,1.0,4,128GB SSD,,Intel HD Graphics 615,Windows 10,1.39,32127.84
593,Samsung,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,128GB SSD,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,90522.72
594,Lenovo,Notebook,17.3,Full HD,0,1920,1080,Intel Core i3 6006U,2.0,4,500GB HDD,,Intel HD Graphics 520,No OS,2.8,28185.12
595,Lenovo,Notebook,15.6,None,0,1366,768,Intel Core i3 6100U,2.3,8,1TB HDD,,Intel HD Graphics 520,Windows 10,2.29,24455.52
596,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD,1,1920,1080,Intel Core i7 7500U,2.7,8,512GB SSD,,Intel HD Graphics 620,Windows 10,1.37,107892.0
597,Lenovo,Notebook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,256GB SSD,,Intel HD Graphics 630,Windows 10,1.7,78534.72
598,Dell,2 in 1 Convertible,12.5,Full HD,1,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.34,88977.59999999999
599,Dell,Workstation,15.6,Full HD,1,1920,1080,Intel Core i7 7700HQ,2.8,8,256GB SSD,,Nvidia Quadro M620,Windows 10,2.06,93932.64
600,HP,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.84,64948.32
601,HP,Notebook,15.6,None,0,1366,768,Intel Core i3 7100U,2.4,4,500GB HDD,,Intel HD Graphics 620,Windows 10,2.1,35616.6144
602,Acer,Notebook,14.0,Full HD,0,1920,1080,Intel Celeron Quad Core N3450,1.1,4,32GB Flash Storage,,Intel HD Graphics 500,Windows 10,1.6,17529.12
603,MSI,Gaming,17.3,Full HD,0,1920,1080,Intel Core i7 6820HK,2.7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX 970M,Windows 10,4.14,117162.72
604,Dell,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,1TB HDD,,AMD Radeon R5 M420,Linux,2.18,24775.2
605,MSI,Gaming,15.6,4K Ultra HD,0,3840,2160,Intel Core i7 7700HQ,2.8,16,256GB SSD,2TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,122490.72
606,Toshiba,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 6500U,2.5,8,256GB SSD,,Intel HD Graphics 520,Windows 10,2.2,74538.72
607,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,6,1TB HDD,,Intel HD Graphics 620,Windows 10,2.4,30049.92
608,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD,1,1920,1080,Intel Core i7 7700HQ,2.8,8,256GB SSD,,Intel HD Graphics 630,Windows 10,2.0,69210.72
609,Acer,Notebook,14.0,None,0,1366,768,Intel Pentium Quad Core N3710,1.6,4,128GB Flash Storage,,Intel HD Graphics 405,Windows 10,1.6,18594.72
610,Lenovo,Notebook,15.6,IPS Panel 4K Ultra HD,0,3840,2160,Intel Xeon E3-1535M v6,3.1,32,1TB SSD,,Nvidia Quadro M2200M,Windows 10,2.5,261018.72
611,Dell,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 6700HQ,2.6,16,1TB HDD,,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,46833.6528
612,Dell,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,1TB HDD,,Intel HD Graphics 520,Linux,2.18,23650.992
613,Dell,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,1TB HDD,,Intel HD Graphics 520,Linux,2.25,19127.52
614,Dell,Notebook,15.6,None,0,1366,768,Intel Core i5 7300U,2.6,4,500GB HDD,,Intel HD Graphics 620,Linux,1.93,46300.32
615,Asus,Gaming,17.3,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,62231.04
616,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,4,128GB SSD,,AMD Radeon R5 M420,Linux,2.18,30316.32
617,HP,Ultrabook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,512GB SSD,,Intel HD Graphics 620,Windows 10,1.84,74005.92
618,MSI,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.94,120831.5808
619,Acer,2 in 1 Convertible,11.6,IPS Panel,1,1366,768,Intel Celeron Quad Core N3160,1.6,4,32GB Flash Storage,,Intel HD Graphics 400,Chrome OS,1.25,20193.12
620,HP,Notebook,14.0,None,0,1366,768,Intel Core i5 7300U,2.6,8,256GB SSD,,Intel HD Graphics 620,Windows 10,2.31,59886.72
621,Lenovo,Notebook,14.0,Full HD,0,1920,1080,Intel Core i5 6200U,2.3,8,256GB SSD,,Intel HD Graphics 520,Windows 7,1.65,78055.2
622,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 8250U,1.6,4,1TB HDD,,AMD Radeon 530,Windows 10,2.2,41345.28
623,Fujitsu,Notebook,15.6,None,0,1366,768,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,2.2,42570.72
624,HP,Notebook,15.6,None,0,1366,768,Intel Core i5 6200U,2.3,4,500GB HDD,,Intel HD Graphics 520,Windows 7,1.88,49656.96
625,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,1TB HDD,,Nvidia GeForce 920MX,Windows 10,2.2,47898.72
626,Mediacom,Notebook,14.0,Full HD,0,1920,1080,Intel Atom x5-Z8350,1.44,2,32GB Flash Storage,,Intel HD Graphics,Windows 10,1.4,12733.92
627,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,4,128GB SSD,,Intel HD Graphics 620,No OS,2.2,24935.04
628,Asus,2 in 1 Convertible,13.3,Full HD,1,1920,1080,Intel Core i5 7200U,2.5,6,1TB HDD,,Intel HD Graphics 620,Windows 10,1.5,34046.4528
629,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,256GB SSD,,Nvidia GeForce GTX 1050,Windows 10,2.0,96969.6
630,Asus,Ultrabook,14.0,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,16,512GB SSD,,Intel HD Graphics 620,Windows 10,1.1,101232.0
631,Dell,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,78801.12
632,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 8250U,1.6,4,256GB SSD,,Intel UHD Graphics 620,Windows 10,1.8,44169.12
633,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i3 6006U,2.0,4,1TB HDD,,Nvidia GeForce 920MX,Windows 10,2.2,30849.12
634,Asus,Notebook,15.6,None,0,1366,768,Intel Celeron Dual Core N3350,1.1,8,1TB HDD,,Intel HD Graphics 500,Windows 10,2.0,21258.72
635,Asus,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,1TB HDD,,Nvidia GeForce GTX 1050,Windows 10,1.99,48304.7136
636,Dell,Ultrabook,13.3,Quad HD+,1,3200,1800,Intel Core i5 8250U,1.6,8,256GB SSD,,Intel UHD Graphics 620,Windows 10,1.23,99580.32
637,Lenovo,Notebook,14.0,None,0,1366,768,Intel Celeron Dual Core N3060,1.6,2,32GB Flash Storage,,Intel HD Graphics 400,Windows 10,1.42,13266.72
638,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD,1,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.37,93635.3376
639,Dell,Notebook,15.6,4K Ultra HD,1,3840,2160,Intel Core i7 7700HQ,2.8,16,1TB SSD,,Nvidia GeForce GTX 1050,Windows 10,2.06,127818.72
640,Lenovo,Gaming,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1050M,Windows 10,2.5,59087.52
641,HP,Notebook,17.0,None,0,1600,900,AMD A9-Series 9420,3.0,8,1TB HDD,,AMD Radeon R5,Windows 10,2.6,27753.552
642,Lenovo,Ultrabook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i7 7500U,2.7,16,512GB SSD,,Intel HD Graphics 620,Windows 10,1.14,130536.0
643,Asus,Gaming,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,1TB HDD,,Nvidia GeForce GTX 1050Ti,No OS,2.5,62284.32
644,Acer,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,500GB HDD,,Intel HD Graphics 520,Windows 10,2.4,23976.0
